branch,seatpool,oprank,closerank,category
"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of
Technology (Dual Degree))",Gender-Neutral,2360,2768,OBC-NCL
"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of
Technology (Dual Degree))",Female-Only,5751,5751,OBC-NCL
"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of
Technology (Dual Degree))",Gender-Neutral,5277,5987,OPEN
"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of
Technology (Dual Degree))",Female-Only,10791,10947,OPEN
"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of
Technology (Dual Degree))",Gender-Neutral,1595,1737,SC
"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of
Technology (Dual Degree))",Female-Only,2697,2697,SC
"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of
Technology (Dual Degree))",Gender-Neutral,876,927,ST
"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of
Technology (Dual Degree))",Female-Only,446P,446P,ST
"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,3034,3431,OBC-NCL
"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Female-Only,7331,7331,OBC-NCL
"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,892,892,GEN-EWS
"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,6654,8336,OPEN
"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Female-Only,13496,13802,OPEN
"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,2033,2101,SC
"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Female-Only,2931,2931,SC
"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,903,903,ST
"Mining Safety Engineering (5 Years, Bachelor and Master of Technology (Dual
Degree))",Gender-Neutral,3468,3744,OBC-NCL
"Mining Safety Engineering (5 Years, Bachelor and Master of Technology (Dual
Degree))",Gender-Neutral,8380,9082,OPEN
"Mining Safety Engineering (5 Years, Bachelor and Master of Technology (Dual
Degree))",Female-Only,13703,16000,OPEN
"Mining Safety Engineering (5 Years, Bachelor and Master of Technology (Dual
Degree))",Gender-Neutral,2246,2312,SC
"Mining Safety Engineering (5 Years, Bachelor and Master of Technology (Dual
Degree))",Female-Only,3434,3434,SC
"Mining Safety Engineering (5 Years, Bachelor and Master of Technology (Dual
Degree))",Gender-Neutral,910,1013,ST
"Ocean Engineering and Naval Architecture (5 Years, Bachelor and Master of
Technology (Dual Degree))",Gender-Neutral,2618,3340,OBC-NCL
"Ocean Engineering and Naval Architecture (5 Years, Bachelor and Master of
Technology (Dual Degree))",Female-Only,7005,7005,OBC-NCL
"Ocean Engineering and Naval Architecture (5 Years, Bachelor and Master of
Technology (Dual Degree))",Gender-Neutral,727,727,GEN-EWS
"Ocean Engineering and Naval Architecture (5 Years, Bachelor and Master of
Technology (Dual Degree))",Gender-Neutral,6495,7589,OPEN
"Ocean Engineering and Naval Architecture (5 Years, Bachelor and Master of
Technology (Dual Degree))",Female-Only,8358,12915,OPEN
"Ocean Engineering and Naval Architecture (5 Years, Bachelor and Master of
Technology (Dual Degree))",Gender-Neutral,1942,2134,SC
"Ocean Engineering and Naval Architecture (5 Years, Bachelor and Master of
Technology (Dual Degree))",Female-Only,2395,2395,SC
"Ocean Engineering and Naval Architecture (5 Years, Bachelor and Master of
Technology (Dual Degree))",Gender-Neutral,814,1045,ST
"Ocean Engineering and Naval Architecture (5 Years, Bachelor and Master of
Technology (Dual Degree))",Female-Only,799P,799P,ST
"Quality Engineering Design and Manufacturing (5 Years, Bachelor and Master of
Technology (Dual Degree))",Gender-Neutral,2452,2786,OBC-NCL
"Quality Engineering Design and Manufacturing (5 Years, Bachelor and Master of
Technology (Dual Degree))",Female-Only,5495,5495,OBC-NCL
"Quality Engineering Design and Manufacturing (5 Years, Bachelor and Master of
Technology (Dual Degree))",Gender-Neutral,3720,5294,OPEN
"Quality Engineering Design and Manufacturing (5 Years, Bachelor and Master of
Technology (Dual Degree))",Female-Only,11356,11356,OPEN
"Quality Engineering Design and Manufacturing (5 Years, Bachelor and Master of
Technology (Dual Degree))",Gender-Neutral,1805,1887,SC
"Quality Engineering Design and Manufacturing (5 Years, Bachelor and Master of
Technology (Dual Degree))",Gender-Neutral,981,981,ST
"Quality Engineering Design and Manufacturing (5 Years, Bachelor and Master of
Technology (Dual Degree))",Female-Only,943P,943P,ST
"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems
Engineering and Management (5 Years, Bachelor and Master of Technology (Dual
Degree))",Gender-Neutral,2588,2648,OBC-NCL
"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems
Engineering and Management (5 Years, Bachelor and Master of Technology (Dual
Degree))",Female-Only,5402,5402,OBC-NCL
"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems
Engineering and Management (5 Years, Bachelor and Master of Technology (Dual
Degree))",Gender-Neutral,4559,5428,OPEN
"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems
Engineering and Management (5 Years, Bachelor and Master of Technology (Dual
Degree))",Female-Only,9873,9873,OPEN
"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems
Engineering and Management (5 Years, Bachelor and Master of Technology (Dual
Degree))",Gender-Neutral,1797,1812,SC
"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems
Engineering and Management (5 Years, Bachelor and Master of Technology (Dual
Degree))",Female-Only,2461,2461,SC
"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems
Engineering and Management (5 Years, Bachelor and Master of Technology (Dual
Degree))",Gender-Neutral,1019,1024,ST
"Applied Geology (5 Years, Integrated Master of Science)",Gender-Neutral,3977,4458,OBC-NCL
"Applied Geology (5 Years, Integrated Master of Science)",Female-Only,7259,7259,OBC-NCL
"Applied Geology (5 Years, Integrated Master of Science)",Gender-Neutral,1091,1091,GEN-EWS
"Applied Geology (5 Years, Integrated Master of Science)",Gender-Neutral,8258,9389,OPEN
"Applied Geology (5 Years, Integrated Master of Science)",Female-Only,14499,17307,OPEN
"Applied Geology (5 Years, Integrated Master of Science)",Gender-Neutral,1683,2554,SC
"Applied Geology (5 Years, Integrated Master of Science)",Female-Only,301P,301P,SC
"Applied Geology (5 Years, Integrated Master of Science)",Gender-Neutral,1184,77P,ST
"Applied Geology (5 Years, Integrated Master of Science)",Female-Only,976P,976P,ST
"Chemistry (5 Years, Integrated Master of Science)",Gender-Neutral,3274,4050,OBC-NCL
"Chemistry (5 Years, Integrated Master of Science)",Female-Only,6947,7188,OBC-NCL
"Chemistry (5 Years, Integrated Master of Science)",Gender-Neutral,1017,1017,GEN-EWS
"Chemistry (5 Years, Integrated Master of Science)",Gender-Neutral,7244,9274,OPEN
"Chemistry (5 Years, Integrated Master of Science)",Female-Only,14393,15264,OPEN
"Chemistry (5 Years, Integrated Master of Science)",Gender-Neutral,1757,2295,SC
"Chemistry (5 Years, Integrated Master of Science)",Female-Only,3025,3025,SC
"Chemistry (5 Years, Integrated Master of Science)",Gender-Neutral,1145,56P,ST
"Economics (5 Years, Integrated Master of Science)",Gender-Neutral,1895,2488,OBC-NCL
"Economics (5 Years, Integrated Master of Science)",Female-Only,3404,4983,OBC-NCL
"Economics (5 Years, Integrated Master of Science)",Gender-Neutral,436,436,GEN-EWS
"Economics (5 Years, Integrated Master of Science)",Gender-Neutral,2959,4868,OPEN
"Economics (5 Years, Integrated Master of Science)",Female-Only,7613,8478,OPEN
"Economics (5 Years, Integrated Master of Science)",Gender-Neutral,43P,43P,OPEN (PwD)
"Economics (5 Years, Integrated Master of Science)",Gender-Neutral,1175,2014,SC
"Economics (5 Years, Integrated Master of Science)",Female-Only,2384,2384,SC
"Economics (5 Years, Integrated Master of Science)",Gender-Neutral,867,930,ST
"Economics (5 Years, Integrated Master of Science)",Female-Only,884,884,ST
"Exploration Geophysics (5 Years, Integrated Master of Science)",Gender-Neutral,3816,4344,OBC-NCL
"Exploration Geophysics (5 Years, Integrated Master of Science)",Gender-Neutral,1020,1020,GEN-EWS
"Exploration Geophysics (5 Years, Integrated Master of Science)",Gender-Neutral,7112,8892,OPEN
"Exploration Geophysics (5 Years, Integrated Master of Science)",Female-Only,13405,16567,OPEN
"Exploration Geophysics (5 Years, Integrated Master of Science)",Gender-Neutral,2208,2533,SC
"Exploration Geophysics (5 Years, Integrated Master of Science)",Female-Only,3647,3647,SC
"Exploration Geophysics (5 Years, Integrated Master of Science)",Gender-Neutral,1182,101P,ST
"Mathematics and Computing (5 Years, Integrated Master of Science)",Gender-Neutral,402,739,OBC-NCL
"Mathematics and Computing (5 Years, Integrated Master of Science)",Female-Only,1248,2277,OBC-NCL
"Mathematics and Computing (5 Years, Integrated Master of Science)",Gender-Neutral,97,97,GEN-EWS
"Mathematics and Computing (5 Years, Integrated Master of Science)",Female-Only,649,649,GEN-EWS
"Mathematics and Computing (5 Years, Integrated Master of Science)",Gender-Neutral,475,1346,OPEN
"Mathematics and Computing (5 Years, Integrated Master of Science)",Female-Only,2562,3594,OPEN
"Mathematics and Computing (5 Years, Integrated Master of Science)",Gender-Neutral,104,104,OPEN (PwD)
"Mathematics and Computing (5 Years, Integrated Master of Science)",Gender-Neutral,364,721,SC
"Mathematics and Computing (5 Years, Integrated Master of Science)",Female-Only,1623,1623,SC
"Mathematics and Computing (5 Years, Integrated Master of Science)",Gender-Neutral,351,477,ST
"Physics (5 Years, Integrated Master of Science)",Gender-Neutral,3218,3477,OBC-NCL
"Physics (5 Years, Integrated Master of Science)",Female-Only,6389,6389,OBC-NCL
"Physics (5 Years, Integrated Master of Science)",Gender-Neutral,841,841,GEN-EWS
"Physics (5 Years, Integrated Master of Science)",Gender-Neutral,3656,6141,OPEN
"Physics (5 Years, Integrated Master of Science)",Female-Only,11292,12481,OPEN
"Physics (5 Years, Integrated Master of Science)",Gender-Neutral,1104,2227,SC
"Physics (5 Years, Integrated Master of Science)",Female-Only,3363,3363,SC
"Physics (5 Years, Integrated Master of Science)",Gender-Neutral,819,1057,ST
"Physics (5 Years, Integrated Master of Science)",Female-Only,277,277,ST
